id,keyword,translated
2,战略性矿产,strategic minerals
2,资源安全,Resource security
2,价格,price
2,实用主义,pragmatism
2,俄罗斯自由贸易协定,Russian Free Trade Agreement
2,俄罗斯自由贸易伙伴,russian free trade partner
2,反卫星武器,anti-satellite weapons
2,反卫星系统,anti-satellite system
2,东向政策,eastward policy
2,产业,industry
2,主发动机,main engine
2,应用能力,Application Ability
2,俄拉关系,Russian-Latin Relations
2,普里马科夫主义,Primakovism
2,地区融合,Regional integration
2,氢能源,Hydrogen energy
2,国家杜马,State Duma
2,指挥体制,command system
2,总参谋部,General Staff
2,战争决策,war decision
2,联合作战指挥,joint operations command
2,司令部,headquarters
2,空军部队,air force
2,国际海事组织,IMO
2,国际海运,International Chamber of Shipping
2,斯普特尼克,Sputnik
2,卫星通讯社,satellite news agency
2,新冠疫苗,new crown vaccine
2,属性议程设置,property agenda setting
2,水下攻防武器,underwater offensive and defensive weapons
2,能源动力系统,energy power system
2,鱼雷,torpedo
2,无人水下航行器,unmanned underwater vehicle
2,俄军,Russian Army
2,首都地区,Capital Region
2,军民协同,Military-civilian coordination
2,军民两用技术,dual-use technology
2,时变量化,time variable
2,反制裁措施,countermeasures
2,世界秩序建构,world order construction
2,气象局,Bureau of Meteorology
2,战略合作框架协议,Strategic cooperation framework agreement
2,大国复兴,Great Power Revival
2,民生,people's livelihood
2,“向东转”,"""Turn East"""
2,瓦尔代俱乐部,Valdai Club
2,国际话语权,international voice
2,莫迪政府,Modi government
2,欧亚大陆,Eurasia
2,能源互补,Complementary energy
2,多维多边合作,Multidimensional and multilateral cooperation
2,危机管理机制,crisis management mechanism
2,国际收支,balance of payments
2,汇率制度,Exchange Rate System
2,风险事件,risk event
2,《俄罗斯东欧中亚研究》,"""Russian East Europe and Central Asia Studies"""
2,座谈会,forum
2,无人机领域,UAV field
2,制导炸弹,guided bomb
2,猎户座,Orion
2,察打无人机,Chasing drones
2,光学瞄准镜,optical sight
2,外骨骼,Exoskeleton
2,总统选举,President election
2,明斯克,minsk
2,联合国安理会,United Nations Security Council
2,否决权,veto power
2,维和人员,peacekeepers
2,和平与安全,peace and security
2,联合国维和行动,United Nations peacekeeping
2,中俄贸易,Sino-Russian trade
2,中间产品,Intermediate product
2,内涵能源,Intrinsic energy
2,欧亚地区国家,Eurasian countries
2,服务舱,service cabin
2,泄漏点,leak point
2,空气泄漏,air leak
2,事件分析,event analysis
2,判理稳定性,Judicial stability
2,icj,icj
2,晚近案例,Recent cases
2,天然气安全,gas safety
2,双循环,double loop
2,需求侧改革,demand side reform
2,多元化,Diversification
2,跨境管道,Cross-border pipeline
2,应急能力,emergency capability
2,吉尔吉斯斯坦,Kyrgyzstan
2,政权稳定,regime stability
2,国际竞争,international competition
2,建构,construct
2,国外区域学,study abroad
2,专业培养特色,Professional training features
2,教学培养方案,Teaching training program
2,精英阶层,Elite level
2,地缘安全,Geosecurity
2,地缘战略,geostrategic
2,海洋研究,marine research
2,海洋科技,Ocean Technology
2,政策分析,policy Analysis
2,可替代,Alternative
2,今日俄罗斯,Russia Today
2,“磁性协调”,"""Magnetic Coordination"""
2,中东战略,Middle East Strategy
2,跨大西洋关系,Transatlantic Relations
2,俄罗斯对欧政策,Russia's European Policy
2,空天安全,Air and Space Safety
2,空天装备,Aerospace equipment
2,空天防御体系,Aerospace Defense System
2,装备建设,equipment construction
2,安全化,security
2,中国参与,Chinese participation
2,治理,Governance
2,混合战,mixed warfare
2,全球教育治理,Global Education Governance
2,国际教育援助,International Education Assistance
2,国际教育合作,International Education Cooperation
2,军事博弈,military game
2,地位承认,Status recognition
2,霸权竞争,hegemonic competition
2,和平变迁,peaceful change
2,国防科技工业,National Defense Technology Industry
2,国防科工委,"National Defense Science, Technology and Industry Committee"
2,体制改革,Institutional reform
2,两极,poles
2,东西方体系,East-West system
2,自由主义,Liberalism
2,特种装备,Special equipment
2,攻击直升机,attack helicopter
2,断网,disconnected
2,网络空间命运共同体,community of shared future in cyberspace
2,贸易隐含能源,trade implied energy
2,网络形成机制,network formation mechanism
2,网络地位,network status
2,产业发展,Industrial Development
2,安全博弈,security game
2,策略方式,strategic approach
2,海军陆战队,Marines
2,中国海军,Chinese navy
2,选择性互动外交,selective interactive diplomacy
2,欧洲地缘政治,European geopolitics
2,乌克兰国家身份,Ukrainian national identity
2,乌克兰内政与外交,Ukraine's domestic and foreign affairs
2,乌克兰地区一体化,Ukrainian Regional Integration
2,独联体国家,CIS countries
2,《反恐怖主义法》,Anti-Terrorism Act
2,法律框架,legal framework
2,共同特征,Common feature
2,存在的挑战,Existing challenges
2,中国出口信用保险公司,China Export & Credit Insurance Corporation
2,所得税,income tax
2,《国家风险分析报告》,Country Risk Analysis Report
2,税收减免,tax deduction
2,油气发现,Oil and Gas Discovery
2,矿产资源,mineral resources
2,中俄油气合作,Sino-Russian Oil and Gas Cooperation
2,天然气产量,natural gas production
2,增值税税率,VAT rate
2,尼日尔河,Niger River
2,油气勘探开发,Oil and gas exploration and development
2,外国投资者,foreign investor
2,非洲地区,African Region
2,风险地图,Risk Map
2,东北航道,Northeast Passage
2,地缘位势,geopotential
2,地缘关系,Geographical relationship
2,俄罗斯氢能源,Russian hydrogen energy
2,加氢站,hydrogen refueling station
2,移民管理体制,Immigration management system
2,签证管理,Visa management
2,央地分工配合,Central and local division of labor
2,总体统筹,Overall planning
2,国际比较,International Comparison
2,俄罗斯绿色新政,Russia Green New Deal
2,战略内倾,strategic introversion
2,俄苏研究,Russian-Soviet Studies
2,学术史,Academic history
2,方法论,Methodology
2,图们江地区,Tumen River Region
2,“冰上丝绸之路”建设,"Construction of the ""Silk Road on Ice"""
2,希腊独立,Greek independence
2,近东政策,Near East Policy
2,新能源汽车,new energy vehicles
2,俄罗斯市场,Russian market
2,比亚迪,BYD
2,网络安全漏洞,network security breach
2,组织架构,Organization
2,信息平台,information platform
2,漏洞数据库,Vulnerability Database
2,漏洞管理,Vulnerability Management
2,卡累利阿,Karelia
2,国家公园,National Park
2,绿色节能,green technology
2,涉华报道,China-related reports
2,战略叙事,strategic narrative
2,“今日俄罗斯”,"""Russia Today"""
2,联合军事演习,joint military exercise
2,外交,diplomatic
2,朝鲜半岛,Korean Peninsula
2,“北溪二线”,"""North Stream Second Line"""
2,西伯利亚管道,Siberian pipeline
2,欧亚战略,Eurasian strategy
2,军事演习,Military exercises
2,军事对抗,military confrontation
2,军事竞争,military competition
2,领导权,leadership
2,地区主导国,regional leader
2,协作型竞争者,collaborative competitor
2,欧亚地区竞争,Eurasian competition
2,崛起国,rising power
2,中俄农产品贸易,Sino-Russian Agricultural Products Trade
2,外国资本,foreign capital
2,铁路,railway
2,工业化,industrialization
2,地区安全,Regional security
2,历史遗产,historical heritage
2,政策调整,Policy adjustment
2,俄非关系,Russian-African relations
2,爱国主义教育,patriotic education
2,卫国战争,Patriotic War
2,历史教科书,history textbook
2,青少年,teenager
2,新冠肺炎,Coronavirus disease
2,疫情防控,Epidemic prevention and control
2,国家治理,state governance
2,传统媒体,traditional media
2,网络媒体,Internet media
2,美元化,dollarized
2,离岸经济,offshore economy
2,网络安全法,Cybersecurity Law
2,关键基础设施,critical infrastructure
2,借鉴研究,Drawing on research
2,阿布扎比,Abu Dhabi
2,军事强国,military power
2,无人车,unmanned vehicle
2,标准化工作,Standardized work
2,гост,гост
2,信息安全管理体系,Information Security Management System
2,国家标准体系,national standard system
2,网络空间安全,cyberspace security
2,共词分析,co-word analysis
2,公共安全,public safety
2,“一带一路”沿线国家,"Countries along the ""Belt and Road"""
2,粮食市场与资源,Food Markets and Resources
2,可利用程度,Availability
2,增产潜力,Yield Potential
2,出口潜力,export potential
2,道义现实主义,moral realism
2,体育外交,sports diplomacy
2,地区安全治理,Regional Security Governance
2,特征,feature
2,内在限制,inherent limitations
2,改进路径,improvement path
2,太平洋战略,Pacific Strategy
2,欧亚主义,Eurasianism
2,混合战争,hybrid warfare
2,专家组,expert group
2,扩张适用,Expansion applies
2,ds512,ds512
2,斯大林,Stalin
2,弥赛亚意识,Messianic consciousness
2,对俄传播,Spread to Russia
2,青年群体,youth group
2,对华认知,Cognition of China
2,优先方向,priority direction
2,乌兹别克斯坦,Uzbekistan
2,并列机枪,side by side machine gun
2,高射机枪,anti-aircraft machine gun
2,俄罗斯队,russian team
2,主战坦克,main battle tank
2,军事基地,military base
2,阿富汗战争,War in Afghanistan
2,物流保障,Logistics guarantee
2,扎鲁比诺港,puerto zarubino
2,供应链,supply chain
2,中欧班列,China Railway Express
2,全球产业链,Global industrial chain
2,铁海联运,Rail-sea combined transport
2,国际物流体系,International logistics system
2,叙利亚冲突,Syrian conflict
2,国际规范,international norms
2,合法政府,legitimate government
2,石油地缘政治,Oil Geopolitics
2,能源地缘政治,energy geopolitics
2,全球石油权力,global oil power
2,能源权力,energy power
2,油权理论,oil rights theory
2,中苏“国际倒爷”,"Sino-Soviet ""international downfall"""
2,中苏贸易,Sino-Soviet trade
2,经济状况,economic status
2,防空导弹武器系统,anti-aircraft missile weapon system
2,导弹武器体系,missile weapon system
2,防空武器系统,air defense weapon system
2,人工智能武器,artificial intelligence weapons
2,政策应对,policy response
2,陆军装备,Army equipment
2,空间材料科学,Space Materials Science
2,二元经济结构,dual economic structure
2,汇率,exchange rate
2,垄断,monopoly
2,国有经济成分,state-owned economy
2,北欧合作,Nordic cooperation
2,北欧理事会,nordic council
2,北欧防务合作,Nordic Defence Cooperation
2,气候变暖,global warming
2,北方海航道,Northern Sea Route
2,数据,data
2,国家数据,country data
2,数据治理体系建设,Data Governance System Construction
2,丹麦,Denmark
2,格陵兰,Greenland
2,原油价格,Crude oil prices
2,中俄经济合作,Sino-Russian Economic Cooperation
2,《自律组织法》,Self-Regulatory Organization Act
2,营商环境,business environment
2,法治化,Legalization
2,政党合作,Party cooperation
2,党的对外工作,The party's foreign work
2,统一俄罗斯党,united russia party
2,国家需求结构演变,The evolution of national demand structure
2,需求强度,demand intensity
2,国家需求曲线,national demand curve
2,合作空间,co-working space
2,中俄北极开发合作,Sino-Russian Arctic Development Cooperation
2,导弹系统,missile system
2,巡航导弹,cruise missile
2,核潜艇,nuclear submarine
2,俄乌关系,Russian-Ukrainian relations
2,佩列亚斯拉夫协议,Pereaslav Agreement
2,网络安全体系,network security system
2,世界主要国家,major countries in the world
2,满洲里学院,Manzhouli College
2,国际汉语,International Chinese
2,优势做法,Dominant practice
2,展望,Outlook
2,原油,crude
2,页岩油,Shale oil
2,油价,oil price
2,上合组织,SCO
2,上合组织扩员,SCO expansion
2,中俄太空合作,Sino-Russian space cooperation
2,美国太空战略,US space strategy
2,太空格局,space pattern
2,太空治理,space governance
2,化肥供应,Fertilizer Supply
2,钾肥资源,Potash resources
2,化肥价格,fertilizer price
2,化肥减量增效,Fertilizer reduction and efficiency
2,氯化钾,Potassium chloride
2,逆全球化,anti-globalization
2,全球化布局,Global layout
2,数据流动治理,Data Flow Governance
2,数据对策,Data countermeasures
2,区域合作,Regional cooperation
2,“一带一路”工程,"""One Belt One Road"" Project"
2,中白工业园,China-Belarus Industrial Park
2,设计总承包,Design general contracting
2,地区安全制度,regional security system
2,东盟地区论坛,ASEAN Regional Forum
2,“卫星”通讯社,"""Satellite"" news agency"
2,融媒品牌,Fusion media brand
2,军备控制,arms control
2,战略稳定性,strategic stability
2,新兴技术,Emerging Technologies
2,中美俄关系,Sino-US-Russian Relations
2,《国家安全战略》,National Security Strategy
2,数据资源,data resource
2,数据本地化存储,Data localized storage
2,惠益分享,benefit sharing
2,北极能源开发,Arctic energy development
2,印俄能源合作,India-Russia Energy Cooperation
2,抵近钳制,approach clamp
2,图书馆,library
2,未成年人服务,Minor Services
2,政策法规,Policies and regulations
2,国际矿山测量协会,International Association of Mine Surveyors
2,主席团会议,Bureau meeting
2,“十三五”期间,"During the ""Thirteenth Five-Year Plan"" period"
2,吉林省蒙俄外派师资情况,The situation of teachers dispatched from Mongolia and Russia in Jilin Province
2,蒙俄国际中文教学模式,Mongolian-Russian International Chinese Teaching Model
2,国际中文教师,International Chinese Teacher
2,亚历山大二世,Alexander II
2,俄法关系,Russian-French relations
2,变化,Variety
2,波罗的海,Baltic Sea
2,俄罗斯天然气工业股份公司,Gazprom
2,兆瓦时,MWh
2,矿用设备,mining equipment
2,安全准入,secure access
2,准入制度,access system
2,安全标志管理,Safety Sign Management
2,矿山安全治理,Mine Safety Governance
2,对外贸易,foreign trade
2,外贸政策,foreign trade policy
2,民间外交,people-to-people diplomacy
2,人文合作,Humanities cooperation
2,科技外交,Tech Diplomacy
2,有袋类,bagged
2,国际频道,international channels
2,德尔塔,Delta
2,北威州,NRW
2,远东政策,Far East Policy
2,远东发展,Far East Development
2,远东州长,far east governor
2,大型企业,large enterprise
2,木工机械,woodworking machinery
2,参展商,Exhibitors
2,进口替代战略,import substitution strategy
2,俄罗斯过境措施案,Russia Transit Measures Case
2,外交观,Diplomacy
2,中东国际关系,Middle East International Relations
2,土耳其,Turkey
2,东地中海,Eastern Mediterranean
2,“蓝色家园”,"""Blue Home"""
2,利比亚,Libya
2,海洋命运共同体,A community of shared future for the ocean
2,全球海洋治理,Global Ocean Governance
2,海洋合作,Ocean cooperation
2,中东欧“16+1”机制,"Central and Eastern Europe ""16+1"" Mechanism"
2,美俄博弈,American-Russian game
2,俄罗斯高等教育,Russian higher education
2,国际化,globalization
2,发展方向,Direction of development
2,实践,practice
2,外交部,Ministry of Foreign Affairs
2,太平洋岛国,Pacific Islands
2,太平洋岛屿,Pacific Islands
2,亚太经合组织,APEC
2,大洋洲,Oceania
2,瓦努阿图,Vanuatu
2,基里巴斯,Kiribati
2,战略利益,strategic interest
2,驱逐舰,destroyer
2,国防科研,National Defense Research
2,国有军工企业,State-owned military enterprise
2,私营企业,private enterprise
2,战略趋同,strategic convergence
2,特殊和特权战略伙伴关系,Special and Privileged Strategic Partnerships
2,驱动因素,driving factor
2,韧性增生,Tough growth
2,脆性断裂,brittle fracture
2,“丝绸之路经济带”,"""Silk Road Economic Belt"""
2,块模型,block model
2,qap回归,qap regression
2,俄罗斯仲裁,Russian Arbitration
2,仲裁机构,Arbitration institution
2,仲裁法院,Court of Arbitration
2,仲裁改革,Arbitration Reform
2,仲裁国际化,Internationalization of Arbitration
2,非联盟国家,non-union countries
2,“十四五”,"""Fourteenth Five"""
2,共产国际,Comintern
2,列宁,Lenin
2,阿尔伯特,albert
2,格鲁贝尔,Gruber
2,奥巴马,Obama
2,水工建筑物,Hydraulic building
2,安全监督,safety supervision
2,事故数据,accident data
2,统计分析,Statistical Analysis
2,国际政治,International Politics
2,美印关系,US-India relations
2,中俄印巴,China Russia India Pakistan
2,议程设置,Agenda setting
2,科技转移,Technology transfer
2,出口管制,export control
2,军火贸易,arms trade
2,单极世界,unipolar world
2,美苏冷战,US-Soviet Cold War
2,中亚各国,Central Asian countries
2,俄罗斯族,Russian
2,俄罗斯宪法改革,Russian Constitutional Reform
2,俄罗斯政治体系,Russian political system
2,叶利钦时代,Yeltsin era
2,普京时代,Putin era
2,中俄美欧关系,Sino-Russian U.S.-Europe Relations
2,大国战略互动,Great Power Strategic Interaction
2,国际多极化,international multi-polarization
2,俄罗斯国家安全,Russian national security
2,俄罗斯邻国,russian neighbors
2,俄罗斯外交政策,Russian foreign policy
2,欧亚地区秩序,Eurasian Regional Order
2,格洛纳斯,glonas
2,glonas,glonas
2,系统信号,system signal
2,经贸合作,Economic and Trade Cooperation
2,对策思考,Thinking about countermeasures
2,煤矿安全,coal mine safety
2,社会组织,social organization
2,反贫困实践,anti-poverty practice
2,迈克尔·麦克福尔,Michael McFaul
2,民主转型,democratic transition
2,反恐法,Anti-Terrorism Law
2,恐怖主义,terrorism
2,革命利益,Revolutionary interests
2,嬗变,transmutation
2,安全例外,security exception
2,多边贸易体制,multilateral trading system
2,乌克兰诉俄罗斯与转运有关的措施案,Ukraine v. Russia on Measures Related to Transshipment
2,国家主权利益,national sovereign interests
2,法律保障,legal protection
2,文化安全情报,Cultural Security Intelligence
2,总体国家安全观,general view of national security
2,反情报,counterintelligence
2,情报教育,intelligence education
2,情报预警,Intelligence early warning
2,超级大国,superpower
2,战争新形态,new form of war
2,军事技术合作,military technical cooperation
2,俄罗斯远东地区,Russian Far East
2,大国地缘政治竞争,Great Power Geopolitical Competition
2,美国核战略,US nuclear strategy
2,战略转型,Strategic Transformation
2,国际核秩序,international nuclear order
2,国家网络安全,National Cyber ​​Security
2,立法特点,Legislative Features
2,俄美退出《中导条约》,"Russia, US withdraw from INF Treaty"
2,俄美中导竞争,Russia-US China-guided competition
2,俄美反导竞争,Russia-US anti-missile competition
2,中国应对方略,China's coping strategy
2,博物馆收藏,museum collection
2,isu-122,isu-122
2,国际法保护,international law protection
2,“一带一路”建设,"""Belt and Road"" construction"
2,中俄能源,Sino-Russian Energy
2,产能合作,capacity cooperation
2,长期计划,long term plan
2,基础研究,basic research
2,探索性研究,exploratory research
2,俄联邦,Russian Federation
2,军事文化产业,Military Cultural Industry
2,军事主题文化产业园区,Military Theme Cultural Industry Park
2,创新路径,innovation path
2,俄国财产,Russian property
2,巴勒斯坦,Palestine
2,阿以冲突,Arab-Israeli conflict
2,苏以关系,Soviet-Israeli relations
2,欧俄气候合作,EU-Russia climate cooperation
2,“选择性接触”,"""Selective Access"""
2,欧俄能源关系,European-Russian Energy Relations
2,欧俄关系,European-Russian Relations
2,对俄政策,Russia Policy
2,遏制,contain
2,威慑,deterrence
2,攻击事件,attack event
2,网络攻击,Network attacks
2,网络安全事件,cyber security incident
2,协调外交,coordinating diplomacy
2,巴尔干战争,Balkan Wars
2,英国外交,British diplomacy
2,大国一致原则,The principle of unanimity of great powers
2,一战起源,Origins of World War I
2,能源领域,energy field
2,比较研究,compare research
2,林产品,forest products
2,国际竞争力,International Competitiveness
2,态势评估,Situation Assessment
2,北极地区开发,Development in the Arctic
2,美国智库,American think tank
2,重启,reboot
2,欧亚地区,Eurasia
2,世界体系,world system
2,导弹发射车,missile launcher
2,恩格斯,Engels
2,特卡乔夫主义,Tkachovism
2,巴枯宁主义,Bakuninism
2,区域经济合作,Regional Economic Cooperation
2,个人数据跨境流动,Cross-border flow of personal data
2,个人数据保护,personal data protection
2,隐私权,privacy
2,跨国贸易,cross-border trade
2,数字强国,digital powerhouse
2,核安全法规体系,Nuclear Safety Regulatory System
2,核与辐射安全,Nuclear and Radiation Safety
2,核安全技术,nuclear safety technology
2,环境保护,environmental protection
2,地缘要素,geopolitical element
2,驱动机制,drive mechanism
2,模糊定性分析法(fs/qca),Fuzzy Qualitative Analysis (fs/qca)
2,“直接的军事援助”,"""Direct Military Assistance"""
2,西藏,Tibet
2,“缓冲区”,"""buffer"""
2,英军联合计划委员会,British Army Joint Planning Committee
2,东方经济论坛,Eastern Economic Forum
2,生产多元化,Production diversification
2,经营多元化,business diversification
2,中东外交战略,Middle East Diplomatic Strategy
2,第五军区,Fifth Military Region
2,国际体育赛事,International sporting events
2,影响力,Influence
2,体育态度,sports attitude
2,中俄经济关系,Sino-Russian Economic Relations
2,平衡发展,Balanced development
2,双边贸易,bilateral trade
2,投资合作,Investment Cooperation
2,能力分异,Ability differentiation
2,军事协作,military cooperation
2,第二次世界大战,Second World War
2,联盟关系,alliance
2,伙伴关系,Partnerships
2,铸造材料,casting material
2,清代,Qing Dynasty
2,领土边界,territorial boundaries
2,外交关系,Diplomatic relations
2,民族化浪潮,wave of nationalization
2,博弈论,game theory
2,黑龙江省,Heilongjiang Province
2,能源产业合作,Energy Industry Cooperation
2,路径,path
2,童书,children's book
2,图书市场,book market
2,儿童文学奖,Children's Literature Award
2,东南亚,Southeast Asia
2,“大欧亚伙伴关系”,"""Greater Eurasian Partnership"""
2,中俄双边投资协定,Sino-Russian Bilateral Investment Agreement
2,海外利益保护,Protection of overseas interests
2,国际战略稳定,international strategic stability
2,国际军控体系,international arms control system
2,美俄军备竞争,US-Russian arms race
2,《中俄睦邻友好合作条约》,"""Sino-Russian Treaty of Good-Neighborliness, Friendship and Cooperation"""
2,中俄结盟,Sino-Russian alliance
2,俄罗斯国家身份,Russian national identity
2,俄罗斯国家治理,Russian state governance
2,帝国研究,Imperial Studies
2,俄罗斯政治,Russian politics
2,新修正主义,new revisionism
2,“通俄门”,"""Russian Gate"""
2,媒介塑造,media shaping
2,凉战,cool war
2,国际政治经济学,International Political Economy
2,多边框架,multilateral framework
2,战略协作,strategic collaboration
2,海外中国研究,Overseas Chinese Studies
2,习近平新时代中国特色社会主义思想,Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era
2,数据保护,data protection
2,法律法规,laws and regulations
2,战略资源,strategic resources
2,资源合作,resource cooperation
2,俄罗斯太平洋地区,Russian Pacific
2,自然资源,natural resources
2,内在逻辑,inner logic
2,实现路径,Realize
2,武装冲突,armed conflict
2,特种作战,special operations
2,核电工业,nuclear power industry
2,北极军事力量,Arctic military power
2,考量,Consider
2,特点,Features
2,发展趋势,development trend
2,核政策,nuclear policy
2,apra,apra
2,联邦,federal
2,国家结构,State structure
2,国际动态,International dynamics
2,网络安全建设,Network security construction
2,联合国儿童权利委员会,United Nations Committee on the Rights of the Child
2,个人数据,personal data
2,俄罗斯联邦宪法,Constitution of the Russian Federation
2,网络运营者,network operator
2,联邦法律,federal law
2,法律制度体系,legal system
2,宪法权利,constitutional rights
2,第三方,third party
2,数据流动,data flow
2,大数据,Big Data
2,精准化,Precision
2,“北溪-2”天然气管道,"""Beixi-2"" natural gas pipeline"
2,能源因素,energy factor
2,俄美欧博弈,"Russia, America and Europe game"
2,互联网,the Internet
2,网络防御,cyber defense
2,黑客,hacker
2,国家互联网,National Internet
2,世界格局,world pattern
2,国家构想,national vision
2,运作体系,Operation system
2,供给端,supply side
2,需求端,demand side
2,均衡点,Equilibrium
2,国际能源市场,international energy market
2,研讨会,seminar
2,货币政策,Monetary Policy
2,外部冲击,external shock
2,影响因素,Influencing factors
2,华盛顿公约,Washington Convention
2,国际投资仲裁,International Investment Arbitration
2,《友好通商航海条约》,"Treaty of Amity, Commerce and Navigation"
2,《北美自由贸易协定》,North American Free Trade Agreement
2,过境运输,transit transport
2,通道权力,channel power
2,国家福利基金,National Welfare Fund
2,外汇资产,foreign exchange assets
2,俄罗斯财政部,Russian Ministry of Finance
2,国际储备资产,international reserve assets
2,圣彼得堡,St. Petersburg
2,国际经济,International economic
2,总统新闻秘书,presidential press secretary
2,私营军事公司,private military company
2,法律体系,Legal System
2,阿联酋外交,UAE diplomacy
2,威胁平衡,threat balance
2,对冲战略,hedging strategy
2,“增加朋友”,"""Add Friends"""
2,“减少敌人”,"""Reduce the enemy"""
2,个人信息,Personal information
2,跨境流动,cross-border movement
2,“大综合”标准,"The ""big comprehensive"" standard"
2,“黑名单”制度,"""Blacklist"" System"
2,利益再平衡,rebalancing of interests
2,匕首,dagger
2,先锋,pioneer
2,锆石,Zircon
2,新西兰,new Zealand
2,煤炭开采,coal mining
2,政策比较,Policy comparison
2,能源版图,energy map
2,科技档案馆,Science and Technology Archives
2,古比雪夫,Kuibyshev
2,档案工作,archival work
2,索契,Sochi
2,安保,security
2,经验,experience
2,警务安保,Police Security
2,外国经验,foreign experience
2,北方四岛,Four Northern Islands
2,南千岛群岛,South Kuril Islands
2,后疫情时代,Post-pandemic era
2,能源结构调整,energy structure adjustment
2,能源地缘政治博弈,Energy Geopolitical Game
2,绿色复苏,green recovery
